Timestamp,Total Occupancy,Unique Chokepoint Footfall,Total People Identified
2026-06-30 15:06:57,13,0,12
2026-06-30 15:07:02,12,0,26
2026-06-30 15:07:07,12,0,26
2026-06-30 15:07:12,12,0,26
2026-06-30 15:07:17,12,0,67
2026-06-30 15:07:22,12,0,67
2026-06-30 15:07:27,12,0,79
2026-06-30 15:07:32,12,0,79
2026-06-30 15:07:37,12,0,79
2026-06-30 15:07:42,12,0,79
2026-06-30 15:07:47,12,0,79
2026-06-30 15:07:52,12,0,79
2026-06-30 15:07:57,12,0,79
2026-06-30 15:08:02,12,0,79
2026-06-30 15:08:07,12,0,79
2026-06-30 15:08:12,12,0,79
2026-06-30 15:08:17,12,0,79
2026-06-30 15:08:22,12,0,79
2026-06-30 15:08:27,11,0,81
2026-06-30 15:08:32,11,0,81
2026-06-30 15:08:37,11,0,81
2026-06-30 15:08:42,11,0,81
2026-06-30 15:08:47,11,0,81
2026-06-30 15:08:52,11,0,81
2026-06-30 15:08:58,11,0,81
2026-06-30 15:09:03,11,0,81
2026-06-30 15:09:08,11,0,81
2026-06-30 15:09:13,11,0,81
2026-06-30 15:09:18,11,0,81
2026-06-30 15:09:23,11,0,81
2026-06-30 15:09:28,11,0,81
2026-06-30 15:09:33,11,0,81
2026-06-30 15:09:38,11,0,81
2026-06-30 15:09:43,11,0,81
2026-06-30 15:09:48,11,0,81
2026-06-30 15:09:53,11,0,81
2026-06-30 15:09:58,11,0,81
2026-06-30 15:10:03,11,0,81
2026-06-30 15:10:08,11,0,81
2026-06-30 15:10:13,11,0,81
2026-06-30 15:10:18,11,0,81
2026-06-30 15:10:23,11,0,81
2026-06-30 15:10:28,11,0,81
2026-06-30 15:10:33,11,0,81
2026-06-30 15:10:38,11,0,81
2026-06-30 15:10:43,11,0,81
2026-06-30 15:10:48,11,0,81
2026-06-30 15:10:53,11,0,81
2026-06-30 15:10:58,11,0,81
2026-06-30 15:11:03,11,0,81
2026-06-30 15:11:08,11,0,81
2026-06-30 15:11:13,11,0,81
2026-06-30 15:11:18,11,0,81
2026-06-30 15:11:23,11,0,81
2026-06-30 15:11:28,11,0,81
2026-06-30 15:11:33,11,0,81
2026-06-30 15:11:38,11,0,81
2026-06-30 15:11:43,11,0,81
2026-06-30 15:11:48,11,0,81
2026-06-30 15:11:53,11,0,81
2026-06-30 15:11:58,11,0,81
2026-06-30 15:12:03,11,0,81
2026-06-30 15:12:08,11,0,81
2026-06-30 15:12:13,11,0,81
2026-06-30 15:12:18,11,0,81
2026-06-30 15:12:23,11,0,81
2026-06-30 15:12:28,11,0,81
2026-06-30 15:12:33,11,0,81
2026-06-30 15:12:38,11,0,81
2026-06-30 15:12:43,11,0,81
2026-06-30 15:12:48,11,0,81
2026-06-30 15:12:53,11,0,81
2026-06-30 15:12:58,11,0,81
2026-06-30 15:13:03,11,0,81
2026-06-30 15:13:08,11,0,81
2026-06-30 15:13:13,11,0,81
2026-06-30 15:13:19,11,0,81
2026-06-30 15:13:24,11,0,81
2026-06-30 15:13:29,11,0,81
