Timestamp,Total Occupancy,Unique Chokepoint Footfall,Total People Identified
2026-06-29 19:39:16,11,0,21
2026-06-29 19:39:21,7,0,31
2026-06-29 19:39:26,7,0,53
2026-06-29 19:39:31,14,0,104
2026-06-29 19:39:36,23,0,148
2026-06-29 19:39:41,16,0,181
2026-06-29 19:39:46,23,0,225
2026-06-29 19:39:51,20,0,255
2026-06-29 19:39:56,19,0,282
2026-06-29 19:40:02,29,0,314
2026-06-29 19:40:07,28,0,352
2026-06-29 19:40:12,21,0,373
2026-06-29 19:40:17,18,0,403
2026-06-29 19:40:22,17,0,422
2026-06-29 19:40:28,18,0,446
2026-06-29 19:40:33,15,0,467
2026-06-29 19:40:38,15,0,487
2026-06-29 19:40:43,17,0,508
2026-06-29 19:40:48,20,0,538
2026-06-29 19:40:53,20,0,561
2026-06-29 19:40:59,23,0,585
2026-06-29 19:41:04,23,0,613
2026-06-29 19:41:09,15,0,632
2026-06-29 19:41:14,13,0,655
