Timestamp,Total Occupancy,Unique Chokepoint Footfall,Total People Identified
2026-06-30 16:32:35,16,0,19
2026-06-30 16:32:40,15,0,42
2026-06-30 16:32:45,21,0,66
2026-06-30 16:32:50,8,0,104
2026-06-30 16:32:55,25,0,134
2026-06-30 16:33:00,23,0,169
2026-06-30 16:33:05,21,0,200
2026-06-30 16:33:10,16,0,231
2026-06-30 16:33:15,16,0,258
2026-06-30 16:33:21,19,0,295
2026-06-30 16:33:26,22,0,320
2026-06-30 16:33:31,24,0,336
2026-06-30 16:33:36,17,0,364
2026-06-30 16:33:41,23,0,384
2026-06-30 16:33:46,27,0,403
2026-06-30 16:33:51,23,0,420
2026-06-30 16:33:56,25,0,440
2026-06-30 16:34:01,26,0,462
2026-06-30 16:34:06,25,0,478
2026-06-30 16:34:11,25,0,496
2026-06-30 16:34:16,23,0,511
2026-06-30 16:34:21,25,0,526
2026-06-30 16:34:27,31,0,547
2026-06-30 16:34:32,27,0,556
2026-06-30 16:34:37,23,0,570
2026-06-30 16:34:42,21,0,576
2026-06-30 16:34:47,19,0,590
2026-06-30 16:34:53,18,0,601
2026-06-30 16:34:58,18,0,619
2026-06-30 16:35:03,17,0,631
2026-06-30 16:35:08,17,0,644
2026-06-30 16:35:13,19,0,655
2026-06-30 16:35:18,17,0,663
2026-06-30 16:35:23,19,0,676
2026-06-30 16:35:29,22,0,694
2026-06-30 16:35:34,26,0,711
2026-06-30 16:35:39,32,0,728
2026-06-30 16:35:45,31,0,746
2026-06-30 16:35:50,27,0,763
2026-06-30 16:35:56,24,0,780
2026-06-30 16:36:02,24,0,800
2026-06-30 16:36:07,25,0,816
2026-06-30 16:36:12,25,0,832
2026-06-30 16:36:17,16,0,842
2026-06-30 16:36:23,22,0,857
2026-06-30 16:36:28,14,0,867
2026-06-30 16:36:34,20,0,889
2026-06-30 16:36:40,22,0,907
2026-06-30 16:36:45,23,0,920
2026-06-30 16:36:50,19,0,933
2026-06-30 16:36:56,23,0,950
2026-06-30 16:37:02,23,0,969
2026-06-30 16:37:07,22,0,985
2026-06-30 16:37:13,24,0,1002
2026-06-30 16:37:18,28,0,1018
2026-06-30 16:37:24,23,0,1034
2026-06-30 16:37:29,16,0,1046
2026-06-30 16:37:34,23,0,1062
2026-06-30 16:37:40,22,0,1082
2026-06-30 16:37:45,22,0,1092
2026-06-30 16:37:51,25,0,1107
2026-06-30 16:37:56,19,0,1113
2026-06-30 16:38:01,26,0,1126
2026-06-30 16:38:07,20,0,1141
2026-06-30 16:38:12,20,0,1155
2026-06-30 16:38:18,22,0,1171
2026-06-30 16:38:24,23,0,1187
2026-06-30 16:38:29,20,0,1197
2026-06-30 16:38:35,25,0,1211
2026-06-30 16:38:40,25,0,1224
2026-06-30 16:38:47,24,0,1243
2026-06-30 16:38:54,22,0,1260
2026-06-30 16:39:00,23,0,1275
2026-06-30 16:39:07,27,0,1295
2026-06-30 16:39:13,23,0,1310
2026-06-30 16:39:18,27,0,1320
2026-06-30 16:39:24,24,0,1334
2026-06-30 16:39:30,31,0,1350
2026-06-30 16:39:35,22,0,1359
2026-06-30 16:39:42,25,0,1377
2026-06-30 16:39:48,22,0,1392
2026-06-30 16:39:54,24,0,1405
2026-06-30 16:40:01,30,0,1422
2026-06-30 16:40:08,26,0,1436
2026-06-30 16:40:15,27,0,1449
2026-06-30 16:40:22,22,0,1462
2026-06-30 16:40:28,21,0,1475
2026-06-30 16:40:34,22,0,1489
2026-06-30 16:40:41,23,0,1501
2026-06-30 16:40:48,24,0,1519
2026-06-30 16:40:56,19,0,1539
2026-06-30 16:41:03,27,0,1553
2026-06-30 16:41:08,22,0,1562
2026-06-30 16:41:13,21,0,1573
2026-06-30 16:41:19,19,0,1587
2026-06-30 16:41:24,25,0,1599
2026-06-30 16:41:30,20,0,1606
2026-06-30 16:41:38,25,0,1625
2026-06-30 16:41:44,27,0,1640
2026-06-30 16:41:55,31,0,1664
2026-06-30 16:42:00,25,0,1671
2026-06-30 16:42:07,28,0,1686
2026-06-30 16:42:17,27,0,1706
2026-06-30 16:42:23,22,0,1718
2026-06-30 16:42:31,19,0,1733
2026-06-30 16:42:39,22,0,1750
2026-06-30 16:42:45,18,0,1761
2026-06-30 16:42:50,27,0,1772
2026-06-30 16:42:55,18,0,1782
2026-06-30 16:43:03,19,0,1792
2026-06-30 16:43:15,27,0,1816
2026-06-30 16:43:22,23,0,1830
2026-06-30 16:43:30,22,0,1846
2026-06-30 16:43:40,27,0,1862
2026-06-30 16:43:50,31,0,1883
2026-06-30 16:43:56,21,0,1895
2026-06-30 16:44:03,22,0,1908
2026-06-30 16:44:10,18,0,1919
2026-06-30 16:44:18,23,0,1933
2026-06-30 16:44:25,28,0,1946
2026-06-30 16:44:30,22,0,1956
2026-06-30 16:44:37,17,0,1969
2026-06-30 16:44:42,21,0,1976
2026-06-30 16:44:51,24,0,1993
2026-06-30 16:45:00,22,0,2009
2026-06-30 16:45:05,24,0,2019
2026-06-30 16:45:11,24,0,2030
2026-06-30 16:45:18,22,0,2042
2026-06-30 16:45:27,21,0,2059
2026-06-30 16:45:34,22,0,2070
2026-06-30 16:45:40,22,0,2081
2026-06-30 16:45:48,19,0,2092
2026-06-30 16:45:58,16,0,2109
2026-06-30 16:46:11,27,0,2133
2026-06-30 16:46:18,21,0,2144
2026-06-30 16:46:30,16,0,2162
2026-06-30 16:46:38,21,0,2175
2026-06-30 16:46:47,20,0,2190
2026-06-30 16:46:55,16,0,2202
2026-06-30 16:47:05,25,0,2218
2026-06-30 16:47:10,19,0,2227
2026-06-30 16:47:16,21,0,2237
2026-06-30 16:47:23,23,0,2247
2026-06-30 16:47:28,20,0,2256
2026-06-30 16:47:34,16,0,2262
2026-06-30 16:47:43,19,0,2277
2026-06-30 16:47:51,22,0,2290
2026-06-30 16:48:02,23,0,2307
2026-06-30 16:48:07,23,0,2315
2026-06-30 16:48:13,19,0,2320
2026-06-30 16:48:20,21,0,2332
2026-06-30 16:48:30,26,0,2348
2026-06-30 16:48:36,18,0,2357
2026-06-30 16:48:41,20,0,2365
2026-06-30 16:48:49,17,0,2376
2026-06-30 16:48:54,24,0,2384
2026-06-30 16:49:00,20,0,2393
2026-06-30 16:49:08,21,0,2405
2026-06-30 16:49:15,22,0,2416
2026-06-30 16:49:26,28,0,2431
2026-06-30 16:49:31,26,0,2439
2026-06-30 16:49:37,27,0,2447
2026-06-30 16:49:45,23,0,2458
2026-06-30 16:49:52,20,0,2467
2026-06-30 16:50:00,26,0,2479
2026-06-30 16:50:11,27,0,2495
2026-06-30 16:50:22,27,0,2510
2026-06-30 16:50:28,20,0,2518
2026-06-30 16:50:38,18,0,2530
2026-06-30 16:50:46,12,0,2542
2026-06-30 16:50:54,19,0,2552
2026-06-30 16:51:01,20,0,2562
2026-06-30 16:51:06,17,0,2568
2026-06-30 16:51:12,19,0,2577
2026-06-30 16:51:20,24,0,2589
2026-06-30 16:51:27,21,0,2600
2026-06-30 16:51:33,29,0,2609
2026-06-30 16:51:43,25,0,2623
2026-06-30 16:51:51,26,0,2635
2026-06-30 16:51:57,21,0,2642
2026-06-30 16:52:03,25,0,2651
2026-06-30 16:52:09,22,0,2660
2026-06-30 16:52:14,17,0,2666
2026-06-30 16:52:24,31,0,2680
2026-06-30 16:52:29,13,0,2687
2026-06-30 16:52:36,22,0,2697
2026-06-30 16:52:42,11,0,2703
2026-06-30 16:52:47,18,0,2710
2026-06-30 16:52:56,19,0,2722
2026-06-30 16:53:03,20,0,2731
2026-06-30 16:53:09,17,0,2739
2026-06-30 16:53:16,24,0,2749
2026-06-30 16:53:25,23,0,2761
2026-06-30 16:53:30,27,0,2768
2026-06-30 16:53:35,20,0,2774
2026-06-30 16:53:46,19,0,2786
2026-06-30 16:53:53,20,0,2795
2026-06-30 16:53:58,22,0,2802
2026-06-30 16:54:06,22,0,2812
2026-06-30 16:54:15,28,0,2825
2026-06-30 16:54:23,24,0,2834
2026-06-30 16:54:33,23,0,2846
2026-06-30 16:54:38,23,0,2853
2026-06-30 16:54:47,19,0,2865
2026-06-30 16:54:53,21,0,2872
2026-06-30 16:55:02,23,0,2884
2026-06-30 16:55:07,25,0,2890
2026-06-30 16:55:14,18,0,2898
2026-06-30 16:55:19,17,0,2904
2026-06-30 16:55:25,19,0,2911
2026-06-30 16:55:32,18,0,2921
2026-06-30 16:55:45,23,0,2937
2026-06-30 16:55:52,17,0,2947
2026-06-30 16:55:58,16,0,2954
2026-06-30 16:56:03,16,0,2961
2026-06-30 16:56:09,17,0,2969
2026-06-30 16:56:17,19,0,2979
2026-06-30 16:56:23,26,0,2987
2026-06-30 16:56:32,25,0,2998
2026-06-30 16:56:38,27,0,3006
2026-06-30 16:56:44,26,0,3013
2026-06-30 16:56:49,29,0,3019
2026-06-30 16:56:56,22,0,3027
2026-06-30 16:57:01,18,0,3034
2026-06-30 16:57:07,20,0,3040
2026-06-30 16:57:13,22,0,3047
2026-06-30 16:57:23,26,0,3060
2026-06-30 16:57:29,21,0,3067
2026-06-30 16:57:36,28,0,3076
2026-06-30 16:57:45,26,0,3086
2026-06-30 16:57:55,24,0,3099
2026-06-30 16:58:04,20,0,3110
2026-06-30 16:58:10,23,0,3117
2026-06-30 16:58:18,23,0,3126
2026-06-30 16:58:24,22,0,3133
2026-06-30 16:58:29,21,0,3138
2026-06-30 16:58:34,19,0,3144
2026-06-30 16:58:41,23,0,3153
2026-06-30 16:58:48,25,0,3161
2026-06-30 16:58:57,20,0,3170
2026-06-30 16:59:05,25,0,3180
2026-06-30 16:59:12,20,0,3188
2026-06-30 16:59:19,26,0,3195
2026-06-30 16:59:24,16,0,3201
