Timestamp,Total Occupancy,Unique Chokepoint Footfall,Total People Identified
2026-06-30 17:50:28,20,0,1867
2026-06-30 17:50:36,22,0,1879
2026-06-30 17:50:49,26,0,1904
2026-06-30 17:50:54,20,0,1914
2026-06-30 17:51:00,24,0,1925
2026-06-30 17:51:06,22,0,1935
2026-06-30 17:51:16,25,0,1952
2026-06-30 17:51:23,27,0,1965
2026-06-30 17:51:28,23,0,1983
2026-06-30 17:51:34,24,0,1991
2026-06-30 17:51:40,25,0,2011
2026-06-30 17:51:46,17,0,2025
2026-06-30 17:51:51,23,0,2041
2026-06-30 17:51:56,20,0,2059
2026-06-30 17:52:02,24,0,2071
2026-06-30 17:52:07,21,0,2088
2026-06-30 17:52:14,31,0,2110
2026-06-30 17:52:19,25,0,2126
2026-06-30 17:52:24,24,0,2138
2026-06-30 17:52:31,22,0,2160
2026-06-30 17:52:36,18,0,2170
2026-06-30 17:52:42,20,0,2186
2026-06-30 17:52:47,18,0,2200
2026-06-30 17:52:53,21,0,2215
2026-06-30 17:52:58,19,0,2229
2026-06-30 17:53:04,23,0,2245
2026-06-30 17:53:09,23,0,2257
2026-06-30 17:53:15,25,0,2272
2026-06-30 17:53:21,31,0,2291
2026-06-30 17:53:27,25,0,2311
2026-06-30 17:53:32,25,0,2322
2026-06-30 17:53:37,25,0,2338
2026-06-30 17:53:42,23,0,2350
2026-06-30 17:53:48,24,0,2366
2026-06-30 17:53:54,28,0,2383
2026-06-30 17:53:59,23,0,2395
2026-06-30 17:54:05,24,0,2406
2026-06-30 17:54:10,20,0,2417
2026-06-30 17:54:15,22,0,2428
2026-06-30 17:54:22,18,0,2442
2026-06-30 17:54:29,27,0,2467
2026-06-30 17:54:34,25,0,2480
2026-06-30 17:54:39,27,0,2493
2026-06-30 17:54:45,23,0,2495
2026-06-30 17:54:50,17,0,2509
2026-06-30 17:54:55,26,0,2528
2026-06-30 17:55:01,21,0,2544
2026-06-30 17:55:06,15,0,2554
2026-06-30 17:55:11,26,0,2574
2026-06-30 17:55:17,26,0,2589
2026-06-30 17:55:22,16,0,2599
2026-06-30 17:55:27,19,0,2613
2026-06-30 17:55:32,19,0,2626
2026-06-30 17:55:38,24,0,2641
2026-06-30 17:55:44,24,0,2662
